SDB BB KHTN KHXH
BD1201828 16.099998 0.000000 0.000000
BD1201829 10.700000 0.000000 10.500000
BD1201830 14.900000 15.500000 0.000000
BD1201831 15.549999 0.000000 19.000000
BD1201832 10.200000 0.000000 15.500000
BD1201833 17.000000 0.000000 17.750000
BD1201834 18.600000 14.000000 0.000000
BD1201835 15.450000 12.000000 16.250000
BD1201836 19.400000 21.000000 0.000000
BD1201837 14.900000 0.000000 20.000000
BD1201838 15.600000 0.000000 22.000000
BD1201839 17.600000 0.000000 19.000000
BD1201840 18.900000 0.000000 21.500000
BD1201841 12.850000 0.000000 16.500000
BD1201842 15.950001 17.250000 0.000000
BD1201843 12.750000 12.500000 20.750000
BD1201844 8.000000 0.000000 6.750000
BD1201845 15.500000 12.500000 14.500000
BD1201846 12.000000 11.750000 16.250000
BD1201847 13.250000 0.000000 14.000000
BD1201848 16.450001 13.500000 0.000000
BD1201849 22.049999 20.250000 0.000000
BD1201850 14.750000 16.750000 0.000000
BD1201851 20.799999 18.500000 0.000000
BD1201852 22.299999 18.250000 0.000000
BD1201853 10.350000 0.000000 18.750000
BD1201854 18.700001 13.750000 18.500000
BD1201855 11.850000 10.250000 10.500000
BD1201856 18.700001 20.000000 0.000000
BD1201857 16.150000 12.750000 0.000000
BD1201858 14.700001 0.000000 16.000000
BD1201859 13.650000 9.500000 15.250000
BD1201860 16.400000 16.500000 0.000000
BD1201861 15.350000 0.000000 19.750000
BD1201862 23.600000 18.250000 0.000000
BD1201863 16.950001 9.750000 17.000000
BD1201864 22.299999 19.250000 0.000000
BD1201865 18.600000 0.000000 19.500000
BD1201866 15.550000 0.000000 16.250000
BD1201867 10.250000 10.500000 0.000000
BD1201868 13.549999 12.250000 18.000000
BD1201869 16.000000 16.000000 0.000000
BD1201870 9.700000 0.000000 16.500000
BD1201871 18.500000 0.000000 20.500000
BD1201872 16.650000 16.500000 0.000000
BD1201873 10.500000 11.000000 16.000000
BD1201874 8.250000 0.000000 14.500000
BD1201875 17.600000 0.000000 18.750000
BD1201876 19.799999 20.500000 0.000000
BD1201877 17.950001 12.000000 0.000000
BD1201878 13.150000 0.000000 8.250000
BD1201879 16.299999 19.500000 0.000000
BD1201880 14.150000 11.000000 22.500000
BD1201881 16.849998 0.000000 15.500000
BD1201882 13.450000 0.000000 17.500000
BD1201883 16.700001 12.000000 0.000000
BD1201884 18.900000 11.500000 0.000000
BD1201885 17.400000 19.000000 0.000000
BD1201886 17.900000 15.000000 0.000000
BD1201887 12.600000 0.000000 20.000000
BD1201888 14.750000 0.000000 23.000000
BD1201889 21.900000 19.000000 17.250000
BD1201890 12.450001 0.000000 19.000000
BD1201891 16.250000 17.000000 0.000000
BD1201892 13.400000 0.000000 21.500000
BD1201893 14.450001 0.000000 17.000000
BD1201894 14.500000 0.000000 20.000000
BD1201895 19.900000 14.000000 0.000000
BD1201896 19.299999 20.750000 0.000000
BD1201897 18.850000 15.750000 0.000000
BD1201898 19.200001 16.750000 0.000000
BD1201899 16.400000 11.250000 20.250000
BD1201900 22.900000 18.750000 0.000000
BD1201901 10.549999 0.000000 12.250000
BD1201902 15.600000 15.250000 0.000000
BD1201903 20.049999 19.250000 0.000000
BD1201904 10.650000 0.000000 16.750000
BD1201905 15.100000 13.000000 16.500000
BD1201906 16.500000 14.500000 0.000000
BD1201907 13.549999 16.500000 0.000000
BD1201908 18.450001 0.000000 19.750000
BD1201909 13.700000 17.250000 0.000000
BD1201910 15.350000 14.750000 0.000000
BD1201911 11.200000 13.500000 16.750000
BD1201912 14.050000 11.500000 0.000000
BD1201913 16.900000 14.000000 16.500000
BD1201914 17.599998 16.000000 17.750000
BD1201915 9.750000 0.000000 14.000000
BD1201916 20.500000 17.000000 0.000000
BD1201917 9.650000 0.000000 15.250000
BD1201918 16.100000 11.750000 0.000000
BD1201919 12.000000 0.000000 18.500000
BD1201920 12.799999 0.000000 17.750000
BD1201921 18.150000 18.000000 0.000000
BD1201922 13.200000 0.000000 19.250000
BD1201923 16.350000 14.500000 0.000000
BD1201924 18.049999 14.250000 20.500000
BD1201925 14.700000 0.000000 16.750000
BD1201926 15.000000 13.750000 0.000000
BD1201927 11.700001 0.000000 15.750000
BD1201928 16.700001 17.500000 18.750000
BD1201929 11.650001 10.250000 12.500000
BD1201930 15.300000 0.000000 16.500000
BD1201931 10.050000 9.500000 13.000000
BD1201932 25.000000 19.750000 0.000000
BD1201933 19.350000 15.250000 0.000000
BD1201934 10.450000 0.000000 16.000000
BD1201935 14.200001 12.250000 0.000000
BD1201936 19.250000 18.500000 0.000000
BD1201937 8.650000 0.000000 17.250000
BD1201938 21.000000 0.000000 20.000000
BD1201939 18.049999 15.750000 13.750000
BD1201940 18.750000 14.500000 21.250000
BD1201941 19.100000 14.500000 0.000000
BD1201942 15.400000 10.000000 19.500000
BD1201943 15.000000 0.000000 16.000000
BD1201944 15.550000 0.000000 17.500000
BD1201945 8.250000 0.000000 10.500000
BD1201946 15.250000 0.000000 20.750000
BD1201947 17.100000 19.500000 0.000000
BD1201948 21.049999 18.500000 0.000000
BD1201949 17.299999 11.000000 17.500000
BD1201950 17.000000 11.750000 0.000000
BD1201951 15.350000 12.000000 22.250000
BD1201952 17.700001 0.000000 16.000000
BD1201953 22.000000 0.000000 22.750000
BD1201954 21.200001 17.000000 0.000000
BD1201955 21.400000 0.000000 20.750000
BD1201956 13.600000 0.000000 14.000000
BD1201957 21.350000 14.000000 0.000000
BD1201958 16.650000 0.000000 20.750000
BD1201959 16.100000 0.000000 19.750000
BD1201960 14.950000 9.250000 0.000000
BD1201961 16.299999 0.000000 13.000000
BD1201962 13.200000 0.000000 21.500000
BD1201963 21.200001 18.000000 0.000000
BD1201964 15.400001 0.000000 22.250000
BD1201965 21.750000 0.000000 15.750000
BD1201966 15.099999 0.000000 17.500000
BD1201967 16.600000 18.750000 0.000000
BD1201968 14.650000 0.000000 18.250000
BD1201969 19.549999 15.250000 0.000000
BD1201970 17.950001 18.000000 0.000000
BD1201971 14.000000 15.250000 0.000000
BD1201972 13.900001 12.250000 13.750000
BD1201973 13.500000 0.000000 19.500000
BD1201974 13.800000 16.750000 0.000000
BD1201975 13.550000 8.250000 15.250000
BD1201976 15.150000 0.000000 14.000000
BD1201977 13.750000 9.500000 19.250000
BD1201978 17.250000 16.000000 0.000000
BD1201979 11.000000 0.000000 15.000000
BD1201980 13.500000 0.000000 21.750000
BD1201981 15.549999 0.000000 19.000000
BD1201982 18.049999 11.250000 16.250000
BD1201983 12.050000 10.750000 17.500000
BD1201984 13.650000 0.000000 18.750000
BD1201985 12.650000 0.000000 15.750000
BD1201986 16.150000 0.000000 23.000000
BD1201987 20.950001 16.000000 19.000000
BD1201988 16.849998 15.500000 0.000000
BD1201989 17.400002 15.500000 0.000000
BD1201990 17.299999 14.000000 0.000000
BD1201991 19.500000 20.000000 0.000000
BD1201992 14.100000 0.000000 18.250000
BD1201993 13.700000 13.500000 13.750000
BD1201994 17.100000 17.500000 0.000000
BD1201995 14.100000 17.750000 0.000000
BD1201996 16.200001 13.500000 0.000000
BD1201997 14.400000 12.250000 0.000000
BD1201998 11.900000 0.000000 17.750000
BD1201999 4.750000 0.000000 17.500000
BD1202000 12.900000 5.000000 17.500000
BD1202001 13.600000 0.000000 16.500000
BD1202002 14.400000 0.000000 16.750000
BD1202003 7.650000 0.000000 6.750000
BD1202004 11.650000 0.000000 17.250000
BD1202005 15.299999 0.000000 17.000000
BD1202006 11.850000 0.000000 14.250000
BD1202007 15.700001 16.000000 0.000000
BD1202008 19.299999 0.000000 21.750000
BD1202009 18.700001 0.000000 23.500000
BD1202010 17.100000 0.000000 16.000000
BD1202011 23.150000 21.000000 0.000000
BD1202012 14.750000 0.000000 22.000000
BD1202013 13.400000 0.000000 13.750000
BD1202014 14.700001 0.000000 19.750000
BD1202015 9.950000 9.750000 16.000000
BD1202016 11.200000 9.750000 12.750000
BD1202017 23.100000 16.750000 0.000000
BD1202018 10.900001 9.000000 18.250000
BD1202019 25.800001 0.000000 18.250000
BD1202020 11.950000 0.000000 12.750000
BD1202021 16.100000 13.250000 17.000000
BD1202022 12.849999 7.500000 18.500000
BD1202023 15.000000 16.000000 0.000000
BD1202024 9.700000 9.000000 16.000000
BD1202025 14.150001 0.000000 24.000000
BD1202026 18.600000 13.500000 0.000000
BD1202027 17.400000 18.250000 0.000000
BD1202028 21.799999 14.250000 18.000000
BD1202029 18.799999 0.000000 22.250000
BD1202030 14.750000 16.250000 0.000000
BD1202031 18.549999 0.000000 19.500000
BD1202032 8.950000 0.000000 15.000000
BD1202033 8.400000 0.000000 13.500000
BD1202034 9.600000 0.000000 12.500000
BD1202035 12.900001 0.000000 16.750000
BD1202036 10.400000 7.750000 16.500000
BD1202037 15.500000 9.750000 0.000000
BD1202038 23.299999 16.500000 0.000000
BD1202039 20.200001 21.500000 0.000000
BD1202040 12.250000 0.000000 18.500000
BD1202041 18.000000 15.500000 0.000000
BD1202042 18.000000 18.500000 0.000000
BD1202043 16.700001 0.000000 17.500000
BD1202044 17.049999 15.000000 0.000000
BD1202045 14.200000 0.000000 21.750000
BD1202046 13.200001 0.000000 19.000000
BD1202047 17.199999 17.250000 0.000000
BD1202048 10.350000 0.000000 15.000000
BD1202049 18.450001 18.250000 0.000000
BD1202050 12.750000 0.000000 15.000000
BD1202051 8.950000 0.000000 10.000000
BD1202052 18.049999 13.750000 0.000000
BD1202053 13.299999 0.000000 18.000000
BD1202054 23.250000 0.000000 27.000000
BD1202055 10.950000 0.000000 19.750000
BD1202056 11.450000 0.000000 17.000000
BD1202057 17.400002 0.000000 18.750000
BD1202058 14.299999 12.250000 0.000000
BD1202059 9.500000 0.000000 14.500000
BD1202060 16.500000 0.000000 21.750000
BD1202061 16.000000 11.250000 20.000000
BD1202062 16.900000 15.000000 0.000000
BD1202063 17.750000 17.750000 0.000000
BD1202064 19.150000 17.500000 0.000000
BD1202065 17.200001 17.750000 0.000000
BD1202066 16.000000 0.000000 22.500000
BD1202067 16.500000 20.250000 0.000000
BD1202068 13.200001 13.250000 0.000000
BD1202069 9.550000 0.000000 17.000000
BD1202070 7.550000 0.000000 12.750000
BD1202071 11.100000 0.000000 17.000000
BD1202072 9.200000 10.500000 14.750000
BD1202073 13.350000 9.500000 15.750000
BD1202074 16.200001 13.250000 0.000000
BD1202075 20.299999 20.500000 0.000000
BD1202076 16.600000 0.000000 21.250000
BD1202077 14.200000 0.000000 17.500000
BD1202078 15.200000 19.000000 0.000000
BD1202079 16.250000 10.250000 0.000000
BD1202080 13.650001 14.250000 0.000000
BD1202081 16.500000 0.000000 16.750000
BD1202082 12.299999 13.000000 16.250000
BD1202083 16.500000 12.500000 0.000000
BD1202084 11.950000 9.750000 13.000000
BD1202085 23.700001 21.750000 0.000000
BD1202086 11.900000 8.000000 14.250000
BD1202087 11.000000 0.000000 16.000000
BD1202088 17.000000 0.000000 16.750000
BD1202089 5.500000 0.000000 10.500000
BD1202090 13.200001 0.000000 18.500000
BD1202091 18.250000 18.250000 0.000000
BD1202092 18.250000 14.750000 0.000000
BD1202093 16.799999 13.000000 0.000000
BD1202094 11.150000 9.500000 15.250000
BD1202095 17.750000 15.500000 0.000000
BD1202096 14.700001 11.750000 0.000000
BD1202097 9.150001 0.000000 15.500000
BD1202098 10.900000 0.000000 12.750000
BD1202099 4.550000 0.000000 3.750000
BD1202100 17.549999 15.250000 14.250000
BD1202101 17.049999 0.000000 18.250000
BD1202102 14.200001 0.000000 12.250000
BD1202103 21.900002 0.000000 21.000000
BD1202104 9.000000 10.500000 14.500000
BD1202105 15.700000 13.750000 0.000000
BD1202106 18.049999 0.000000 22.750000
BD1202107 15.299999 14.500000 15.250000
BD1202108 13.800000 11.250000 0.000000
BD1202109 10.400001 0.000000 16.750000
BD1202110 18.850000 18.750000 0.000000
BD1202111 17.150000 19.250000 0.000000
BD1202112 16.799999 22.750000 0.000000
BD1202113 15.800000 15.750000 17.250000
BD1202114 14.350000 11.500000 0.000000
BD1202115 16.450001 0.000000 19.750000
BD1202116 20.500000 0.000000 16.750000
BD1202117 18.100000 0.000000 21.000000
BD1202118 16.700001 19.250000 0.000000
BD1202119 14.650000 13.500000 0.000000
BD1202120 21.349998 18.500000 0.000000
BD1202121 18.450001 17.000000 0.000000
BD1202122 15.650001 16.250000 15.250000
BD1202123 10.750000 0.000000 11.000000
BD1202124 15.000000 10.500000 0.000000
BD1202125 18.099998 14.250000 0.000000
BD1202126 9.750000 0.000000 4.250000
BD1202127 9.000000 0.000000 13.000000
BD1202128 20.750000 18.500000 0.000000
BD1202129 10.550000 0.000000 15.500000
BD1202130 21.200001 0.000000 24.750000
BD1202131 21.650000 15.750000 0.000000
BD1202132 21.900000 22.750000 0.000000
BD1202133 13.300000 0.000000 15.000000
BD1202134 14.549999 0.000000 12.250000
BD1202135 16.799999 15.000000 19.000000
BD1202136 20.150000 14.000000 0.000000
BD1202137 18.799999 19.500000 0.000000
BD1202138 18.100000 15.750000 0.000000
BD1202139 9.550000 9.500000 14.000000
BD1202140 13.250000 0.000000 11.250000
BD1202141 20.400000 0.000000 20.000000
BD1202142 8.800000 0.000000 12.750000
BD1202143 12.500000 0.000000 15.750000
BD1202144 19.950001 16.500000 0.000000
BD1202145 11.900000 0.000000 18.250000
BD1202146 18.600000 13.000000 0.000000
BD1202147 21.000000 16.750000 0.000000
BD1202148 11.500000 8.500000 14.500000
BD1202149 18.750000 17.750000 0.000000
BD1202150 18.849998 11.500000 0.000000
BD1202151 16.950001 18.750000 0.000000
BD1202152 21.000000 16.750000 0.000000
BD1202153 15.600000 15.750000 11.000000
BD1202154 10.400000 9.000000 17.500000
BD1202155 12.799999 0.000000 21.000000
BD1202156 13.500000 0.000000 15.750000
BD1202157 12.000000 0.000000 17.250000
BD1202158 13.150000 8.750000 15.750000
BD1202159 17.549999 19.500000 0.000000
BD1202160 12.450000 0.000000 17.500000
BD1202161 15.650000 0.000000 12.250000
BD1202162 14.500000 0.000000 17.750000
BD1202163 14.049999 8.000000 17.500000
BD1202164 21.500000 14.000000 19.000000
BD1202165 9.600000 0.000000 12.250000
BD1202166 8.000000 0.000000 9.000000
BD1202167 17.600000 0.000000 17.000000
BD1202168 14.599999 9.000000 15.000000
BD1202169 7.550000 8.000000 14.750000
BD1202170 20.900000 19.500000 0.000000
BD1202171 19.900000 0.000000 19.750000
BD1202172 17.600000 16.750000 0.000000
BD1202173 15.550000 12.000000 16.000000
BD1202174 18.700001 17.750000 0.000000
BD1202175 13.100000 0.000000 13.250000
BD1202176 10.950000 0.000000 15.000000
BD1202177 11.200001 0.000000 14.500000
BD1202178 12.850000 0.000000 16.250000
BD1202179 17.500000 17.000000 0.000000
BD1202180 17.799999 16.250000 0.000000
BD1202181 20.500000 11.750000 0.000000
BD1202182 13.900000 0.000000 14.000000
BD1202183 16.950001 0.000000 20.500000
BD1202184 21.700001 19.000000 0.000000
BD1202185 17.850000 18.500000 0.000000
BD1202186 14.549999 0.000000 19.750000
BD1202187 21.850000 15.250000 0.000000
BD1202188 17.900002 15.250000 0.000000
BD1202189 19.950001 17.250000 0.000000
BD1202190 14.800000 16.500000 0.000000
BD1202191 19.700001 19.750000 21.750000
BD1202192 14.200001 0.000000 18.500000
BD1202193 15.600000 0.000000 22.750000
BD1202194 17.049999 0.000000 16.750000
BD1202195 22.250000 14.750000 0.000000
BD1202196 16.650000 15.500000 0.000000
BD1202197 15.650000 0.000000 15.500000
BD1202198 10.250000 0.000000 15.500000
BD1202199 23.000000 0.000000 17.500000
BD1202200 21.100000 19.500000 0.000000
BD1202201 16.450001 12.000000 0.000000
BD1202202 15.850000 14.500000 0.000000
BD1202203 17.000000 14.000000 0.000000
BD1202204 12.950001 0.000000 14.750000
BD1202205 19.049999 0.000000 20.000000
BD1202206 15.300000 12.250000 17.000000
BD1202207 21.900000 21.000000 0.000000
BD1202208 15.450001 17.500000 0.000000
BD1202209 14.350000 8.750000 14.250000
BD1202210 10.750000 0.000000 14.500000
BD1202211 16.549999 0.000000 16.000000
BD1202212 16.200001 14.250000 13.750000
BD1202213 11.350000 0.000000 14.500000
BD1202214 14.849999 17.000000 0.000000
BD1202215 18.049999 0.000000 20.750000
BD1202216 18.950001 0.000000 20.000000
BD1202217 12.150000 0.000000 19.250000
BD1202218 17.350000 0.000000 15.750000
BD1202219 15.150001 0.000000 21.250000
BD1202220 22.100000 15.250000 0.000000
BD1202221 10.500000 0.000000 14.750000
BD1202222 10.799999 0.000000 13.500000
BD1202223 12.299999 0.000000 16.500000
BD1202224 15.650000 13.250000 0.000000
BD1202225 19.400000 14.000000 0.000000
BD1202226 13.000000 0.000000 14.750000
BD1202227 15.250000 0.000000 18.250000
BD1202228 12.200000 8.750000 19.500000
BD1202229 16.850000 0.000000 18.250000
BD1202230 13.200000 11.000000 18.250000
BD1202231 18.350000 14.750000 0.000000
BD1202232 15.700001 12.500000 18.000000
BD1202233 14.050000 0.000000 15.250000
BD1202234 16.100000 14.500000 0.000000
BD1202235 13.700000 12.750000 0.000000
BD1202236 12.200000 0.000000 13.000000
BD1202237 20.000000 20.500000 0.000000
BD1202238 17.049999 11.500000 21.250000
BD1202239 24.500000 20.000000 0.000000
BD1202240 15.400000 0.000000 10.250000
BD1202241 16.650000 13.250000 0.000000
BD1202242 13.450000 16.000000 14.000000
BD1202243 15.500000 0.000000 19.750000
BD1202245 13.299999 13.750000 0.000000
BD1202246 14.850000 0.000000 21.000000
BD1202247 15.550000 0.000000 16.000000
BD1202248 22.650000 19.250000 0.000000
BD1202249 3.950000 0.000000 2.500000
BD1202250 15.100000 9.500000 18.750000
BD1202251 12.100000 7.500000 18.000000
BD1202252 17.549999 0.000000 16.750000
BD1202253 9.549999 0.000000 22.750000
BD1202254 14.950001 0.000000 18.500000
BD1202255 15.350000 0.000000 20.500000
BD1202256 13.450001 0.000000 18.000000
BD1202257 12.549999 0.000000 15.000000
BD1202258 17.600000 0.000000 22.250000
BD1202259 15.500000 0.000000 18.000000
BD1202260 14.300000 14.500000 0.000000
BD1202261 19.400000 14.250000 0.000000
BD1202262 14.200001 15.750000 20.250000
BD1202263 11.400000 0.000000 13.750000
BD1202264 15.950001 18.250000 0.000000
BD1202265 15.549999 18.500000 0.000000
BD1202266 11.900000 0.000000 15.250000
BD1202267 14.600000 9.000000 19.250000
BD1202268 14.850000 0.000000 16.750000
BD1202269 11.950000 0.000000 17.000000
BD1202270 12.600000 0.000000 21.500000
BD1202271 14.700000 0.000000 18.250000
BD1202272 15.750000 15.750000 0.000000
BD1202273 13.500000 0.000000 16.500000
BD1202274 14.350000 0.000000 17.750000
BD1202275 15.150001 17.250000 0.000000
BD1202276 19.799999 18.750000 0.000000
BD1202277 9.049999 0.000000 17.750000
BD1202278 22.900000 18.000000 0.000000
BD1202279 12.500000 8.000000 17.250000
BD1202280 17.950001 16.000000 0.000000
BD1202281 17.450001 16.750000 0.000000
BD1202282 17.100000 0.000000 22.000000
BD1202283 13.250000 8.750000 17.000000
BD1202284 13.750000 11.500000 14.250000
BD1202285 12.000000 0.000000 13.750000
BD1202286 4.750000 0.000000 3.750000
BD1202287 9.250000 0.000000 12.250000
BD1202288 17.900000 15.000000 0.000000
BD1202289 12.650000 8.250000 19.000000
BD1202290 15.000000 0.000000 21.250000
BD1202291 20.400000 13.000000 13.500000
BD1202292 17.650000 0.000000 19.250000
BD1202293 18.400002 0.000000 23.750000
BD1202294 13.400001 0.000000 15.750000
BD1202295 16.900000 19.500000 0.000000
BD1202296 12.600000 8.500000 20.000000
BD1202297 15.950001 0.000000 15.750000
BD1202298 21.700001 18.500000 0.000000
BD1202299 13.800000 0.000000 19.500000
BD1202300 22.599998 13.250000 18.250000
BD1202301 13.799999 12.750000 0.000000
BD1202302 16.950001 0.000000 21.750000
BD1202303 11.500000 10.750000 18.250000
BD1202304 14.550000 0.000000 16.000000
BD1202305 15.650000 0.000000 23.000000
BD1202306 17.799999 15.500000 0.000000
BD1202307 17.700001 15.000000 18.000000
BD1202308 8.950000 0.000000 14.750000
BD1202309 10.000000 0.000000 21.750000
BD1202310 12.950000 0.000000 16.000000
BD1202311 20.100000 14.750000 0.000000
BD1202312 18.750000 17.500000 0.000000
BD1202313 14.700001 18.000000 0.000000
BD1202314 18.200001 0.000000 17.000000
BD1202315 19.400000 12.250000 20.750000
BD1202316 14.850000 15.250000 14.750000
BD1202317 17.750000 17.500000 0.000000
BD1202318 19.400002 0.000000 14.750000
BD1202319 9.700000 0.000000 16.750000
BD1202320 13.350000 0.000000 15.250000
BD1202321 14.850000 0.000000 20.000000
BD1202322 17.200001 0.000000 20.750000
BD1202323 11.000000 13.750000 0.000000
BD1202324 14.150000 8.750000 16.500000
BD1202325 13.650001 0.000000 20.500000
BD1202326 15.099999 12.500000 0.000000
BD1202327 13.000000 0.000000 18.000000
BD1202328 13.600000 0.000000 18.750000
BD1202329 19.099998 21.500000 0.000000
BD1202330 9.350000 0.000000 13.000000
BD1202331 12.400000 0.000000 17.500000
BD1202332 9.549999 8.250000 17.000000
BD1202333 16.450001 19.500000 0.000000
BD1202334 23.150000 18.000000 0.000000
BD1202335 21.650000 21.750000 0.000000
BD1202336 12.100000 0.000000 16.500000
BD1202337 15.600000 0.000000 21.000000
BD1202338 14.950000 10.750000 15.500000
BD1202339 12.000000 0.000000 16.500000
BD1202340 16.850000 17.750000 0.000000
BD1202341 17.700001 13.500000 0.000000
BD1202342 10.700000 0.000000 15.500000
BD1202343 12.849999 0.000000 14.500000
BD1202344 16.850000 20.250000 0.000000
BD1202345 15.500000 10.000000 17.750000
BD1202346 19.450001 18.500000 0.000000
BD1202347 17.200001 0.000000 16.500000
BD1202348 17.000000 10.250000 19.250000
BD1202349 21.350000 20.000000 0.000000
BD1202350 16.200001 16.250000 0.000000
BD1202351 15.100000 13.000000 0.000000
BD1202352 19.799999 16.000000 0.000000
BD1202353 13.450000 13.000000 0.000000
BD1202354 12.799999 0.000000 18.500000
BD1202355 11.500000 9.500000 0.000000
BD1202356 16.799999 0.000000 19.000000
BD1202357 20.299999 0.000000 18.000000
BD1202358 15.150000 19.000000 0.000000
BD1202359 15.600000 12.500000 0.000000
BD1202360 15.200001 0.000000 17.250000
BD1202361 19.850000 18.750000 0.000000
BD1202362 17.750000 18.250000 0.000000
BD1202363 7.400000 0.000000 3.250000
BD1202364 14.799999 0.000000 13.750000
BD1202365 14.700000 0.000000 21.500000
BD1202366 9.850000 11.250000 19.750000
BD1202367 8.250000 0.000000 9.500000
BD1202368 11.799999 0.000000 14.750000
BD1202369 14.049999 0.000000 16.000000
BD1202370 20.350000 0.000000 22.500000
BD1202371 18.299999 0.000000 18.250000
BD1202372 20.200001 0.000000 22.000000
BD1202373 13.500000 0.000000 15.500000
BD1202374 11.050000 0.000000 16.750000
BD1202375 18.750000 18.500000 0.000000
BD1202376 17.500000 19.750000 0.000000
BD1202377 15.350000 16.750000 0.000000
BD1202378 18.100000 18.000000 0.000000
BD1202379 18.700001 18.500000 0.000000
BD1202380 9.500000 0.000000 16.500000
BD1202381 11.900001 0.000000 14.750000
BD1202382 16.750000 17.500000 0.000000
BD1202383 13.250000 13.000000 0.000000
BD1202384 14.049999 0.000000 18.750000
BD1202385 18.400002 13.750000 18.000000
BD1202386 12.200000 0.000000 16.250000
BD1202387 19.349998 15.750000 0.000000
BD1202388 12.799999 7.500000 20.000000
BD1202389 16.049999 17.250000 0.000000
BD1202390 14.400000 11.000000 18.500000
BD1202391 22.799999 21.750000 0.000000
BD1202392 14.500000 13.250000 0.000000
BD1202393 15.000000 0.000000 16.500000
BD1202394 19.549999 22.000000 0.000000
BD1202395 10.350000 9.500000 10.000000
BD1202396 18.500000 16.500000 0.000000
BD1202397 16.400000 7.750000 18.250000
BD1202398 9.850000 0.000000 17.000000
BD1202399 17.100000 0.000000 20.500000
BD1202400 14.200001 6.500000 16.000000
BD1202401 16.049999 0.000000 17.750000
BD1202402 13.150000 0.000000 12.750000
BD1202403 18.049999 18.500000 0.000000
BD1202404 16.100000 0.000000 23.000000
BD1202405 17.250000 14.750000 0.000000
BD1202406 8.950000 0.000000 13.500000
BD1202407 15.150000 0.000000 17.750000
BD1202408 10.300000 0.000000 16.000000
BD1202409 20.299999 0.000000 21.250000
BD1202410 15.000000 12.500000 0.000000
BD1202411 13.299999 9.250000 18.750000
BD1202412 22.150000 21.750000 0.000000
BD1202413 14.799999 0.000000 25.000000
BD1202414 13.700000 0.000000 17.250000
BD1202415 12.050000 0.000000 19.000000
BD1202416 17.600000 0.000000 17.250000
BD1202417 12.550000 15.500000 17.000000
BD1202418 19.799999 0.000000 19.250000
BD1202419 21.150000 23.250000 0.000000
BD1202420 18.950001 20.250000 0.000000
BD1202421 15.900000 0.000000 23.750000
BD1202422 13.700000 0.000000 16.250000
BD1202423 19.299999 19.250000 0.000000
BD1202424 10.750000 0.000000 12.000000
BD1202425 8.200000 0.000000 12.500000
BD1202426 12.500000 0.000000 18.500000
BD1202427 17.000000 21.000000 0.000000
BD1202428 14.600000 0.000000 19.750000
BD1202429 14.150001 0.000000 19.750000
BD1202430 13.700000 13.500000 0.000000
BD1202431 15.150001 17.750000 0.000000
BD1202432 7.600000 7.500000 15.750000
BD1202433 10.799999 0.000000 15.750000
BD1202434 15.450000 0.000000 19.500000
BD1202435 19.350000 15.250000 0.000000
BD1202436 14.900001 14.000000 0.000000
BD1202437 18.250000 14.500000 0.000000
BD1202438 14.349999 10.750000 18.500000
BD1202439 11.700001 0.000000 15.000000
BD1202440 16.200001 0.000000 19.250000
BD1202441 17.350000 0.000000 17.250000
BD1202442 11.350000 0.000000 20.250000
BD1202443 18.750000 18.750000 0.000000
BD1202444 12.850000 0.000000 22.000000
BD1202445 16.299999 0.000000 21.500000
BD1202446 12.000000 0.000000 18.500000
BD1202447 22.200001 14.500000 0.000000
BD1202448 10.000000 0.000000 15.500000
BD1202449 14.099999 12.250000 0.000000
BD1202450 16.750000 0.000000 19.250000
BD1202451 17.799999 16.500000 0.000000
BD1202452 13.100000 0.000000 19.250000
BD1202453 10.850000 11.750000 14.750000
BD1202454 19.549999 0.000000 16.000000
BD1202455 14.349999 12.750000 0.000000
BD1202456 15.550000 0.000000 22.250000
BD1202457 18.400000 19.000000 0.000000
BD1202458 16.049999 0.000000 17.500000
BD1202459 10.250000 6.750000 16.250000
BD1202460 13.800000 13.000000 0.000000
BD1202461 15.150000 0.000000 17.500000
BD1202462 16.850000 0.000000 19.250000
BD1202463 4.750000 0.000000 4.500000
BD1202464 17.400000 12.250000 0.000000
BD1202465 11.400000 4.000000 0.000000
BD1202466 16.299999 0.000000 16.000000
BD1202467 14.800000 0.000000 18.750000
BD1202468 17.849998 12.250000 0.000000
BD1202469 19.350000 16.500000 0.000000
BD1202470 10.850000 8.000000 17.750000
BD1202471 16.599998 16.500000 0.000000
BD1202472 7.050000 0.000000 3.000000
BD1202473 19.250000 0.000000 23.000000
BD1202474 19.600000 0.000000 22.250000
BD1202475 18.750000 14.750000 0.000000
BD1202476 18.000000 17.000000 0.000000
BD1202477 13.200000 0.000000 13.250000
BD1202478 13.400000 0.000000 17.500000
BD1202479 20.049999 0.000000 20.750000
BD1202480 18.549999 14.500000 22.250000
BD1202481 16.100000 11.500000 19.250000
BD1202482 21.049999 20.750000 0.000000
BD1202483 15.250000 0.000000 17.750000
BD1202484 13.550000 9.500000 17.000000
BD1202485 15.700000 14.500000 0.000000
BD1202486 15.650000 0.000000 19.000000
BD1202487 17.200001 0.000000 17.750000
BD1202488 17.100000 18.500000 0.000000
BD1202489 20.400000 0.000000 25.000000
BD1202491 13.599999 0.000000 20.750000
BD1202492 16.400000 0.000000 18.000000
BD1202493 12.600000 8.500000 13.500000
BD1202494 17.700001 18.000000 0.000000
BD1202495 21.000000 0.000000 18.000000
